PlayerH VS PlayerG
  Battle 1: PlayerG (7S) defeated PlayerH (3H): PlayerH 25, PlayerG 27
  Battle 56: PlayerB (JD) defeated PlayerD (4H): PlayerD 19, PlayerB 33
  Battle 57: PlayerB (9C) defeated PlayerD (8S): PlayerD 18, PlayerB 34
  Battle 58: PlayerB (5H) defeated PlayerD (3C): PlayerD 17, PlayerB 35
  Battle 59: PlayerD (5S) defeated PlayerB (4D): PlayerD 18, PlayerB 34
  Battle 60: PlayerD (KC) defeated PlayerB (10D): PlayerD 19, PlayerB 33
  Battle 61: PlayerB (7H) defeated PlayerD (2H): PlayerD 18, PlayerB 34
  Battle 62: PlayerB (QH) defeated PlayerD (10C): PlayerD 17, PlayerB 35
  Battle 63: PlayerB (10S) defeated PlayerD (6S): PlayerD 16, PlayerB 36
  Battle 64: PlayerD (AD) defeated PlayerB (7C): PlayerD 17, PlayerB 35
  Battle 65: PlayerB (8D) defeated PlayerD (6D): PlayerD 16, PlayerB 36
  Battle 66: PlayerB (KH) defeated PlayerD (6C): PlayerD 15, PlayerB 37
  Battle 67: PlayerD (KD) defeated PlayerB (5C): PlayerD 16, PlayerB 36
  Battle 68: PlayerD (KS) defeated PlayerB (4S): PlayerD 17, PlayerB 35
  Battle 69: PlayerD (QS) defeated PlayerB (3S): PlayerD 18, PlayerB 34
  Battle 70: PlayerB (6H) defeated PlayerD (3D): PlayerD 17, PlayerB 35
  Battle 71: PlayerD (AH) defeated PlayerB (5D): PlayerD 18, PlayerB 34
  War 4: PlayerB (JH) defeated PlayerD (4D): PlayerD 13, PlayerB 39
  Battle 72: PlayerB (QD) defeated PlayerD (5S): PlayerD 12, PlayerB 40
  Battle 73: PlayerD (KC) defeated PlayerB (8C): PlayerD 13, PlayerB 39
  Battle 74: PlayerD (10D) defeated PlayerB (3H): PlayerD 14, PlayerB 38
  Battle 75: PlayerB (9D) defeated PlayerD (7C): PlayerD 13, PlayerB 39
  War 5: PlayerB (AS) defeated PlayerD (4S): PlayerD 8, PlayerB 44
  Battle 76: PlayerD (QS) defeated PlayerB (2C): PlayerD 9, PlayerB 43
  Battle 77: PlayerB (7S) defeated PlayerD (3S): PlayerD 8, PlayerB 44
  Battle 78: PlayerD (AH) defeated PlayerB (4H): PlayerD 9, PlayerB 43
  Battle 79: PlayerB (JD) defeated PlayerD (5D): PlayerD 8, PlayerB 44
  Battle 80: PlayerB (9C) defeated PlayerD (8C): PlayerD 7, PlayerB 45
  Battle 81: PlayerD (KC) defeated PlayerB (8S): PlayerD 8, PlayerB 44
  War 6: PlayerB (10C) defeated PlayerD (4H): PlayerD 3, PlayerB 49
  Battle 82: PlayerD (AH) defeated PlayerB (QH): PlayerD 4, PlayerB 48
  Battle 83: PlayerD (KC) defeated PlayerB (10S): PlayerD 5, PlayerB 47
  Battle 84: PlayerD (8S) defeated PlayerB (6S): PlayerD 6, PlayerB 46
  Battle 85: PlayerD (AH) defeated PlayerB (8D): PlayerD 7, PlayerB 45
  Battle 86: PlayerD (QH) defeated PlayerB (6D): PlayerD 8, PlayerB 44
  War 7: PlayerD (AH) defeated PlayerB (9H): PlayerD 13, PlayerB 39
  Battle 87: PlayerB (10H) defeated PlayerD (8D): PlayerD 12, PlayerB 40
  Battle 88: PlayerB (JH) defeated PlayerD (QH): PlayerD 11, PlayerB 41
  Battle 89: PlayerB (JS) defeated PlayerD (6D): PlayerD 10, PlayerB 42
  Battle 90: PlayerD (8S) defeated PlayerB (7D): PlayerD 11, PlayerB 41
  Battle 91: PlayerD (6H) defeated PlayerB (2D): PlayerD 12, PlayerB 40
  Battle 92: PlayerB (9S) defeated PlayerD (6S): PlayerD 11, PlayerB 41
  Battle 93: PlayerD (9H) defeated PlayerB (8H): PlayerD 12, PlayerB 40
  Battle 94: PlayerD (AH) defeated PlayerB (4D): PlayerD 13, PlayerB 39
  Battle 95: PlayerD (3D) defeated PlayerB (2S): PlayerD 14, PlayerB 38
  Battle 96: PlayerD (10S) defeated PlayerB (5S): PlayerD 15, PlayerB 37
  Battle 97: PlayerB (QD) defeated PlayerD (KC): PlayerD 14, PlayerB 38
  Battle 98: PlayerB (7C) defeated PlayerD (6C): PlayerD 13, PlayerB 39
  Battle 99: PlayerD (KH) defeated PlayerB (9D): PlayerD 14, PlayerB 38
  Battle 100: PlayerB (AS) defeated PlayerD (7D): PlayerD 13, PlayerB 39
  Battle 101: PlayerB (AD) defeated PlayerD (8S): PlayerD 12, PlayerB 40
  Battle 102: PlayerB (KD) defeated PlayerD (2D): PlayerD 11, PlayerB 41
  Battle 103: PlayerD (6H) defeated PlayerB (4C): PlayerD 12, PlayerB 40
  Battle 104: PlayerB (AC) defeated PlayerD (8H): PlayerD 11, PlayerB 41
  Battle 105: PlayerD (9H) defeated PlayerB (4S): PlayerD 12, PlayerB 40
  Battle 106: PlayerD (AH) defeated PlayerB (KS): PlayerD 13, PlayerB 39
  Battle 107: PlayerB (JC) defeated PlayerD (4D): PlayerD 12, PlayerB 40
  Battle 108: PlayerB (QC) defeated PlayerD (2S): PlayerD 11, PlayerB 41
  Battle 109: PlayerB (5C) defeated PlayerD (3D): PlayerD 10, PlayerB 42
  Battle 110: PlayerD (5S) defeated PlayerB (3S): PlayerD 11, PlayerB 41
  Battle 111: PlayerD (10S) defeated PlayerB (7S): PlayerD 12, PlayerB 40
  Battle 112: PlayerB (JD) defeated PlayerD (9D): PlayerD 11, PlayerB 41
  Battle 113: PlayerD (KH) defeated PlayerB (5D): PlayerD 12, PlayerB 40
  Battle 114: PlayerB (9C) defeated PlayerD (4C): PlayerD 11, PlayerB 41
  Battle 115: PlayerB (8C) defeated PlayerD (6H): PlayerD 10, PlayerB 42
  Battle 116: PlayerD (9H) defeated PlayerB (3C): PlayerD 11, PlayerB 41
  Battle 117: PlayerB (5H) defeated PlayerD (4S): PlayerD 10, PlayerB 42
  Battle 118: PlayerD (AH) defeated PlayerB (2H): PlayerD 11, PlayerB 41
  Battle 119: PlayerD (KS) defeated PlayerB (10D): PlayerD 12, PlayerB 40
  Battle 120: PlayerB (4H) defeated PlayerD (3S): PlayerD 11, PlayerB 41
  Battle 121: PlayerB (QS) defeated PlayerD (5S): PlayerD 10, PlayerB 42
  War 8: PlayerB (10H) defeated PlayerD (9H): PlayerD 5, PlayerB 47
  Battle 122: PlayerB (8D) defeated PlayerD (3C): PlayerD 4, PlayerB 48
  Battle 123: PlayerB (JH) defeated PlayerD (2H): PlayerD 3, PlayerB 49
  Battle 124: PlayerD (AH) defeated PlayerB (QH): PlayerD 4, PlayerB 48
  Battle 125: PlayerB (JS) defeated PlayerD (KS): PlayerD 3, PlayerB 49
  Battle 126: PlayerD (10D) defeated PlayerB (6D): PlayerD 4, PlayerB 48
  Battle 127: PlayerD (QH) defeated PlayerB (9S): PlayerD 5, PlayerB 47
  Battle 128: PlayerD (AH) defeated PlayerB (6S): PlayerD 6, PlayerB 46
  Battle 129: PlayerB (QD) defeated PlayerD (10D): PlayerD 5, PlayerB 47
  Battle 130: PlayerB (KC) defeated PlayerD (6D): PlayerD 4, PlayerB 48
  Battle 131: PlayerD (QH) defeated PlayerB (7C): PlayerD 5, PlayerB 47
  Battle 132: PlayerD (9S) defeated PlayerB (6C): PlayerD 6, PlayerB 46
  Battle 133: PlayerD (AH) defeated PlayerB (7D): PlayerD 7, PlayerB 45
  Battle 134: PlayerB (AS) defeated PlayerD (6S): PlayerD 6, PlayerB 46
  Battle 135: PlayerD (QH) defeated PlayerB (8S): PlayerD 7, PlayerB 45
  Battle 136: PlayerB (AD) defeated PlayerD (7C): PlayerD 6, PlayerB 46
  Battle 137: PlayerD (9S) defeated PlayerB (2D): PlayerD 7, PlayerB 45
  Battle 138: PlayerB (KD) defeated PlayerD (6C): PlayerD 6, PlayerB 46
  Battle 139: PlayerB (AC) defeated PlayerD (7D): PlayerD 5, PlayerB 47
  Battle 140: PlayerD (AH) defeated PlayerB (8H): PlayerD 6, PlayerB 46
  Battle 141: PlayerD (8S) defeated PlayerB (4D): PlayerD 7, PlayerB 45
  Battle 142: PlayerB (JC) defeated PlayerD (QH): PlayerD 6, PlayerB 46
  Battle 143: PlayerB (QC) defeated PlayerD (9S): PlayerD 5, PlayerB 47
  War 9: PlayerB (9D) defeated PlayerD (8S): PlayerD 0, PlayerB 52

PlayerB (2) DEFEATED PlayerD in 143 battles and 9 wars 

PlayerE VS PlayerB
  Battle 1: PlayerB (7H) defeated PlayerE (4C): PlayerE 25, PlayerB 27
  Battle 2: PlayerE (QC) defeated PlayerB (6S): PlayerE 26, PlayerB 26
  Battle 3: PlayerB (10S) defeated PlayerE (9S): PlayerE 25, PlayerB 27
  Battle 4: PlayerE (10H) defeated PlayerB (6C): PlayerE 26, PlayerB 26
  Battle 5: PlayerE (JC) defeated PlayerB (9C): PlayerE 27, PlayerB 25
  Battle 6: PlayerB (KS) defeated PlayerE (5D): PlayerE 26, PlayerB 26
  Battle 7: PlayerB (AH) defeated PlayerE (5C): PlayerE 25, PlayerB 27
  Battle 8: PlayerB (10D) defeated PlayerE (4S): PlayerE 24, PlayerB 28
  Battle 9: PlayerE (6H) defeated PlayerB (4D): PlayerE 25, PlayerB 27
  Battle 10: PlayerE (8S) defeated PlayerB (3H): PlayerE 26, PlayerB 26
  Battle 11: PlayerB (AD) defeated PlayerE (2H): PlayerE 25, PlayerB 27
  Battle 12: PlayerE (QS) defeated PlayerB (7S): PlayerE 26, PlayerB 26
  Battle 13: PlayerE (AS) defeated PlayerB (9D): PlayerE 27, PlayerB 25
  Battle 14: PlayerE (7C) defeated PlayerB (6D): PlayerE 28, PlayerB 24
  Battle 15: PlayerE (AC) defeated PlayerB (10C): PlayerE 29, PlayerB 23
  Battle 16: PlayerB (7D) defeated PlayerE (4H): PlayerE 28, PlayerB 24
  Battle 17: PlayerB (KD) defeated PlayerE (8C): PlayerE 27, PlayerB 25
  Battle 18: PlayerE (JS) defeated PlayerB (QH): PlayerE 28, PlayerB 24
  Battle 19: PlayerE (KH) defeated PlayerB (3C): PlayerE 29, PlayerB 23
  Battle 20: PlayerB (QD) defeated PlayerE (3D): PlayerE 28, PlayerB 24
  Battle 21: PlayerE (5S) defeated PlayerB (2C): PlayerE 29, PlayerB 23
  Battle 22: PlayerE (KC) defeated PlayerB (8H): PlayerE 30, PlayerB 22
  Battle 23: PlayerB (5H) defeated PlayerE (2S): PlayerE 29, PlayerB 23
  Battle 24: PlayerB (JD) defeated PlayerE (3S): PlayerE 28, PlayerB 24
  Battle 25: PlayerB (JH) defeated PlayerE (2D): PlayerE 27, PlayerB 25
  Battle 26: PlayerE (9H) defeated PlayerB (8D): PlayerE 28, PlayerB 24
  Battle 27: PlayerB (7H) defeated PlayerE (6S): PlayerE 27, PlayerB 25
  Battle 28: PlayerE (QC) defeated PlayerB (4C): PlayerE 28, PlayerB 24
  Battle 29: PlayerB (10S) defeated PlayerE (6C): PlayerE 27, PlayerB 25
  Battle 30: PlayerE (10H) defeated PlayerB (9S): PlayerE 28, PlayerB 24
  Battle 31: PlayerE (JC) defeated PlayerB (5D): PlayerE 29, PlayerB 23
  Battle 32: PlayerB (KS) defeated PlayerE (9C): PlayerE 28, PlayerB 24
  Battle 33: PlayerB (AH) defeated PlayerE (6H): PlayerE 27, PlayerB 25
  Battle 34: PlayerB (5C) defeated PlayerE (4D): PlayerE 26, PlayerB 26
  Battle 35: PlayerB (10D) defeated PlayerE (3H): PlayerE 25, PlayerB 27
  Battle 36: PlayerE (8S) defeated PlayerB (4S): PlayerE 26, PlayerB 26
  Battle 37: PlayerE (7S) defeated PlayerB (2H): PlayerE 27, PlayerB 25
  Battle 38: PlayerB (AD) defeated PlayerE (QS): PlayerE 26, PlayerB 26
  Battle 39: PlayerE (AS) defeated PlayerB (4H): PlayerE 27, PlayerB 25
  Battle 40: PlayerE (9D) defeated PlayerB (7D): PlayerE 28, PlayerB 24
  Battle 41: PlayerB (KD) defeated PlayerE (6D): PlayerE 27, PlayerB 25
  Battle 42: PlayerB (8C) defeated PlayerE (7C): PlayerE 26, PlayerB 26
  Battle 43: PlayerE (AC) defeated PlayerB (3D): PlayerE 27, PlayerB 25
  Battle 44: PlayerB (QD) defeated PlayerE (10C): PlayerE 26, PlayerB 26
  Battle 45: PlayerE (QH) defeated PlayerB (2S): PlayerE 27, PlayerB 25
  Battle 46: PlayerE (JS) defeated PlayerB (5H): PlayerE 28, PlayerB 24
  Battle 47: PlayerB (JD) defeated PlayerE (3C): PlayerE 27, PlayerB 25
  Battle 48: PlayerE (KH) defeated PlayerB (3S): PlayerE 28, PlayerB 24
  Battle 49: PlayerB (JH) defeated PlayerE (2C): PlayerE 27, PlayerB 25
  Battle 50: PlayerE (5S) defeated PlayerB (2D): PlayerE 28, PlayerB 24
  Battle 51: PlayerE (KC) defeated PlayerB (6S): PlayerE 29, PlayerB 23
  Battle 52: PlayerE (8H) defeated PlayerB (7H): PlayerE 30, PlayerB 22
  Battle 53: PlayerE (9H) defeated PlayerB (6C): PlayerE 31, PlayerB 21
  Battle 54: PlayerB (10S) defeated PlayerE (8D): PlayerE 30, PlayerB 22
  Battle 55: PlayerB (9C) defeated PlayerE (4C): PlayerE 29, PlayerB 23
  Battle 56: PlayerE (QC) defeated PlayerB (KS): PlayerE 30, PlayerB 22
  Battle 57: PlayerE (10H) defeated PlayerB (6H): PlayerE 31, PlayerB 21
  Battle 58: PlayerB (AH) defeated PlayerE (9S): PlayerE 30, PlayerB 22
  Battle 59: PlayerE (JC) defeated PlayerB (5C): PlayerE 31, PlayerB 21
  Battle 60: PlayerE (5D) defeated PlayerB (4D): PlayerE 32, PlayerB 20
  Battle 61: PlayerB (10D) defeated PlayerE (4S): PlayerE 31, PlayerB 21
  Battle 62: PlayerE (8S) defeated PlayerB (3H): PlayerE 32, PlayerB 20
  Battle 63: PlayerB (AD) defeated PlayerE (7S): PlayerE 31, PlayerB 21
  Battle 64: PlayerB (QS) defeated PlayerE (2H): PlayerE 30, PlayerB 22
  Battle 65: PlayerB (KD) defeated PlayerE (4H): PlayerE 29, PlayerB 23
  Battle 66: PlayerE (AS) defeated PlayerB (6D): PlayerE 30, PlayerB 22
  Battle 67: PlayerE (9D) defeated PlayerB (7C): PlayerE 31, PlayerB 21
  Battle 68: PlayerB (8C) defeated PlayerE (7D): PlayerE 30, PlayerB 22
  Battle 69: PlayerE (AC) defeated PlayerB (10C): PlayerE 31, PlayerB 21
  Battle 70: PlayerB (QD) defeated PlayerE (3D): PlayerE 30, PlayerB 22
  Battle 71: PlayerB (JD) defeated PlayerE (QH): PlayerE 29, PlayerB 23
  Battle 72: PlayerB (3C) defeated PlayerE (2S): PlayerE 28, PlayerB 24
  Battle 73: PlayerB (JH) defeated PlayerE (5H): PlayerE 27, PlayerB 25
  Battle 74: PlayerE (JS) defeated PlayerB (2C): PlayerE 28, PlayerB 24
  Battle 75: PlayerE (KH) defeated PlayerB (10S): PlayerE 29, PlayerB 23
  Battle 76: PlayerB (8D) defeated PlayerE (3S): PlayerE 28, PlayerB 24
  Battle 77: PlayerB (4C) defeated PlayerE (2D): PlayerE 27, PlayerB 25
  Battle 78: PlayerB (9C) defeated PlayerE (5S): PlayerE 26, PlayerB 26
  Battle 79: PlayerB (AH) defeated PlayerE (6S): PlayerE 25, PlayerB 27
  Battle 80: PlayerE (KC) defeated PlayerB (9S): PlayerE 26, PlayerB 26
  Battle 81: PlayerE (7H) defeated PlayerB (4S): PlayerE 27, PlayerB 25
  Battle 82: PlayerB (10D) defeated PlayerE (8H): PlayerE 26, PlayerB 26
  Battle 83: PlayerB (AD) defeated PlayerE (6C): PlayerE 25, PlayerB 27
  Battle 84: PlayerE (9H) defeated PlayerB (7S): PlayerE 26, PlayerB 26
  Battle 85: PlayerB (QS) defeated PlayerE (KS): PlayerE 25, PlayerB 27
  Battle 86: PlayerE (QC) defeated PlayerB (2H): PlayerE 26, PlayerB 26
  Battle 87: PlayerB (KD) defeated PlayerE (10H): PlayerE 25, PlayerB 27
  Battle 88: PlayerE (6H) defeated PlayerB (4H): PlayerE 26, PlayerB 26
  Battle 89: PlayerB (7D) defeated PlayerE (5C): PlayerE 25, PlayerB 27
  Battle 90: PlayerE (JC) defeated PlayerB (8C): PlayerE 26, PlayerB 26
  Battle 91: PlayerB (QD) defeated PlayerE (4D): PlayerE 25, PlayerB 27
  Battle 92: PlayerE (5D) defeated PlayerB (3D): PlayerE 26, PlayerB 26
  Battle 93: PlayerB (JD) defeated PlayerE (3H): PlayerE 25, PlayerB 27
  Battle 94: PlayerB (QH) defeated PlayerE (8S): PlayerE 24, PlayerB 28
  Battle 95: PlayerE (6D) defeated PlayerB (3C): PlayerE 25, PlayerB 27
  Battle 96: PlayerE (AS) defeated PlayerB (2S): PlayerE 26, PlayerB 26
  Battle 97: PlayerB (JH) defeated PlayerE (7C): PlayerE 25, PlayerB 27
  Battle 98: PlayerE (9D) defeated PlayerB (5H): PlayerE 26, PlayerB 26
  Battle 99: PlayerE (10C) defeated PlayerB (3S): PlayerE 27, PlayerB 25
  Battle 100: PlayerE (AC) defeated PlayerB (8D): PlayerE 28, PlayerB 24
  Battle 101: PlayerE (JS) defeated PlayerB (4C): PlayerE 29, PlayerB 23
  War 1: PlayerB (AH) defeated PlayerE (KC): PlayerE 24, PlayerB 28
  Battle 102: PlayerB (8H) defeated PlayerE (7H): PlayerE 23, PlayerB 29
  Battle 103: PlayerB (10D) defeated PlayerE (4S): PlayerE 22, PlayerB 30
  Battle 104: PlayerE (9H) defeated PlayerB (6C): PlayerE 23, PlayerB 29
  Battle 105: PlayerB (AD) defeated PlayerE (7S): PlayerE 22, PlayerB 30
  Battle 106: PlayerB (KS) defeated PlayerE (2H): PlayerE 21, PlayerB 31
  War 2: PlayerE (8C) defeated PlayerB (5C): PlayerE 26, PlayerB 26
  Battle 107: PlayerE (5D) defeated PlayerB (4D): PlayerE 27, PlayerB 25
  Battle 108: PlayerB (QD) defeated PlayerE (3D): PlayerE 26, PlayerB 26
  Battle 109: PlayerE (6D) defeated PlayerB (3H): PlayerE 27, PlayerB 25
  Battle 110: PlayerB (JD) defeated PlayerE (3C): PlayerE 26, PlayerB 26
  Battle 111: PlayerE (AS) defeated PlayerB (8S): PlayerE 27, PlayerB 25
  Battle 112: PlayerB (QH) defeated PlayerE (2S): PlayerE 26, PlayerB 26
  Battle 113: PlayerE (9D) defeated PlayerB (7C): PlayerE 27, PlayerB 25
  Battle 114: PlayerB (JH) defeated PlayerE (5H): PlayerE 26, PlayerB 26
  Battle 115: PlayerE (10C) defeated PlayerB (2C): PlayerE 27, PlayerB 25
  Battle 116: PlayerE (3S) defeated PlayerB (2D): PlayerE 28, PlayerB 24
  War 3: PlayerB (KC) defeated PlayerE (9H): PlayerE 23, PlayerB 29
  Battle 117: PlayerE (6C) defeated PlayerB (5S): PlayerE 24, PlayerB 28
  Battle 118: PlayerB (9S) defeated PlayerE (6H): PlayerE 23, PlayerB 29
  Battle 119: PlayerB (KH) defeated PlayerE (4H): PlayerE 22, PlayerB 30
  Battle 120: PlayerB (7H) defeated PlayerE (5C): PlayerE 21, PlayerB 31
  Battle 121: PlayerE (QC) defeated PlayerB (8H): PlayerE 22, PlayerB 30
  Battle 122: PlayerE (QS) defeated PlayerB (4S): PlayerE 23, PlayerB 29
  Battle 123: PlayerE (JC) defeated PlayerB (10D): PlayerE 24, PlayerB 28
  Battle 124: PlayerB (AD) defeated PlayerE (10H): PlayerE 23, PlayerB 29
  Battle 125: PlayerE (8C) defeated PlayerB (7S): PlayerE 24, PlayerB 28
  Battle 126: PlayerB (KS) defeated PlayerE (7D): PlayerE 23, PlayerB 29
  Battle 127: PlayerE (KD) defeated PlayerB (2H): PlayerE 24, PlayerB 28
  Battle 128: PlayerB (QD) defeated PlayerE (5D): PlayerE 23, PlayerB 29
  Battle 129: PlayerE (4D) defeated PlayerB (3D): PlayerE 24, PlayerB 28
  Battle 130: PlayerB (JD) defeated PlayerE (6D): PlayerE 23, PlayerB 29
  War 4: PlayerB (JH) defeated PlayerE (7C): PlayerE 18, PlayerB 34
  Battle 131: PlayerB (10S) defeated PlayerE (2C): PlayerE 17, PlayerB 35
  Battle 132: PlayerE (10C) defeated PlayerB (6S): PlayerE 18, PlayerB 34
  Battle 133: PlayerB (AH) defeated PlayerE (3S): PlayerE 17, PlayerB 35
  Battle 134: PlayerB (9C) defeated PlayerE (2D): PlayerE 16, PlayerB 36
  Battle 135: PlayerB (AC) defeated PlayerE (6C): PlayerE 15, PlayerB 37
  Battle 136: PlayerB (8D) defeated PlayerE (5S): PlayerE 14, PlayerB 38
  Battle 137: PlayerB (JS) defeated PlayerE (8H): PlayerE 13, PlayerB 39
  Battle 138: PlayerE (QC) defeated PlayerB (9H): PlayerE 14, PlayerB 38
  War 5: PlayerE (8C) defeated PlayerB (4H): PlayerE 19, PlayerB 33
  Battle 139: PlayerB (KH) defeated PlayerE (7S): PlayerE 18, PlayerB 34
  Battle 140: PlayerB (7H) defeated PlayerE (2H): PlayerE 17, PlayerB 35
  Battle 141: PlayerE (KD) defeated PlayerB (5C): PlayerE 18, PlayerB 34
  Battle 142: PlayerB (10H) defeated PlayerE (4D): PlayerE 17, PlayerB 35
  Battle 143: PlayerB (AD) defeated PlayerE (3D): PlayerE 16, PlayerB 36
  Battle 144: PlayerB (KS) defeated PlayerE (10C): PlayerE 15, PlayerB 37
  Battle 145: PlayerB (7D) defeated PlayerE (6S): PlayerE 14, PlayerB 38
  Battle 146: PlayerE (QC) defeated PlayerB (5D): PlayerE 15, PlayerB 37
  Battle 147: PlayerB (QD) defeated PlayerE (9H): PlayerE 14, PlayerB 38
  Battle 148: PlayerB (6D) defeated PlayerE (4H): PlayerE 13, PlayerB 39
  Battle 149: PlayerB (JD) defeated PlayerE (KC): PlayerE 12, PlayerB 40
  Battle 150: PlayerB (JH) defeated PlayerE (4S): PlayerE 11, PlayerB 41
  Battle 151: PlayerE (10D) defeated PlayerB (2S): PlayerE 12, PlayerB 40
  Battle 152: PlayerB (7C) defeated PlayerE (6H): PlayerE 11, PlayerB 41
  Battle 153: PlayerE (QS) defeated PlayerB (3C): PlayerE 12, PlayerB 40
  Battle 154: PlayerE (JC) defeated PlayerB (5H): PlayerE 13, PlayerB 39
  War 6: PlayerB (QH) defeated PlayerE (5C): PlayerE 8, PlayerB 44
  Battle 155: PlayerE (QC) defeated PlayerB (10S): PlayerE 9, PlayerB 43
  Battle 156: PlayerE (5D) defeated PlayerB (2C): PlayerE 10, PlayerB 42
  Battle 157: PlayerE (10D) defeated PlayerB (3S): PlayerE 11, PlayerB 41
  Battle 158: PlayerB (AH) defeated PlayerE (2S): PlayerE 10, PlayerB 42
  Battle 159: PlayerE (QS) defeated PlayerB (9C): PlayerE 11, PlayerB 41
  Battle 160: PlayerE (3C) defeated PlayerB (2D): PlayerE 12, PlayerB 40
  Battle 161: PlayerB (6C) defeated PlayerE (5H): PlayerE 11, PlayerB 41
  Battle 162: PlayerB (AC) defeated PlayerE (JC): PlayerE 10, PlayerB 42
  Battle 163: PlayerE (QC) defeated PlayerB (5S): PlayerE 11, PlayerB 41
  Battle 164: PlayerE (10S) defeated PlayerB (8D): PlayerE 12, PlayerB 40
  Battle 165: PlayerB (8H) defeated PlayerE (2C): PlayerE 11, PlayerB 41
  Battle 166: PlayerB (JS) defeated PlayerE (5D): PlayerE 10, PlayerB 42
  Battle 167: PlayerB (7S) defeated PlayerE (3S): PlayerE 9, PlayerB 43
  Battle 168: PlayerB (KH) defeated PlayerE (10D): PlayerE 8, PlayerB 44
  Battle 169: PlayerE (QS) defeated PlayerB (2H): PlayerE 9, PlayerB 43
  Battle 170: PlayerE (9C) defeated PlayerB (7H): PlayerE 10, PlayerB 42
  Battle 171: PlayerB (4D) defeated PlayerE (2D): PlayerE 9, PlayerB 43
  Battle 172: PlayerB (10H) defeated PlayerE (3C): PlayerE 8, PlayerB 44
  Battle 173: PlayerB (AD) defeated PlayerE (QC): PlayerE 7, PlayerB 45
  Battle 174: PlayerE (5S) defeated PlayerB (3D): PlayerE 8, PlayerB 44
  War 7: PlayerB (QD) defeated PlayerE (7H): PlayerE 3, PlayerB 49
  War 8: PlayerB (KC) defeated PlayerE (3D): PlayerE 0, PlayerB 52

PlayerB (3) DEFEATED PlayerE in 174 battles and 8 wars 

